Source_Molecule,Source_Omics,Source_Layer,Source_Importance,Target_Molecule,Target_Omics,Target_Layer,Connection_Strength
Generation of second messenger molecules,mrna,layer_1,1.2283707,Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,1.2283707
Generation of second messenger molecules,mrna,layer_1,1.2283707,Nephron development,mrna,layer_2,1.2283707
Generation of second messenger molecules,mrna,layer_1,1.2283707,Metabolism of fat-soluble vitamins,mrna,layer_2,1.2283707
Generation of second messenger molecules,mrna,layer_1,1.2283707,Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,1.2283707
Generation of second messenger molecules,mrna,layer_1,1.2283707,ESR-mediated signaling,mrna,layer_2,1.2283707
Activation of the pre-replicative complex,mrna,layer_1,1.1583506,Metabolism of fat-soluble vitamins,mrna,layer_2,1.1583506
Activation of the pre-replicative complex,mrna,layer_1,1.1583506,ESR-mediated signaling,mrna,layer_2,1.1583506
Activation of the pre-replicative complex,mrna,layer_1,1.1583506,Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,1.1583506
Activation of the pre-replicative complex,mrna,layer_1,1.1583506,Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,1.1583506
Activation of the pre-replicative complex,mrna,layer_1,1.1583506,Nephron development,mrna,layer_2,1.1583506
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,1.0622523,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,1.0622523
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,1.0622523,Signaling by VEGF,CNV,layer_2,1.0622523
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,1.0622523,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,1.0622523
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,1.0622523,Signaling by PDGF,CNV,layer_2,1.0622523
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,1.0622523,Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,1.0622523
Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,1.0443113,Signaling by VEGF,CNV,layer_2,1.0443113
Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,1.0443113,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,1.0443113
Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,1.0443113,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,1.0443113
Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,1.0443113,Signaling by PDGF,CNV,layer_2,1.0443113
Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,1.0443113,Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,1.0443113
NKX2-5,mrna,input,0.91324323,Interleukin-6 family signaling,mrna,layer_1,0.91324323
NKX2-5,mrna,input,0.91324323,Melanin biosynthesis,mrna,layer_1,0.91324323
NKX2-5,mrna,input,0.91324323,Generation of second messenger molecules,mrna,layer_1,0.91324323
NKX2-5,mrna,input,0.91324323,Activation of the pre-replicative complex,mrna,layer_1,0.91324323
NKX2-5,mrna,input,0.91324323,Protein repair,mrna,layer_1,0.91324323
PITX2,mrna,input,0.89572895,Protein repair,mrna,layer_1,0.89572895
PITX2,mrna,input,0.89572895,Melanin biosynthesis,mrna,layer_1,0.89572895
PITX2,mrna,input,0.89572895,Generation of second messenger molecules,mrna,layer_1,0.89572895
PITX2,mrna,input,0.89572895,Activation of the pre-replicative complex,mrna,layer_1,0.89572895
PITX2,mrna,input,0.89572895,Interleukin-6 family signaling,mrna,layer_1,0.89572895
Interleukin-6 family signaling,mrna,layer_1,0.89170057,Nephron development,mrna,layer_2,0.89170057
Interleukin-6 family signaling,mrna,layer_1,0.89170057,ESR-mediated signaling,mrna,layer_2,0.89170057
Interleukin-6 family signaling,mrna,layer_1,0.89170057,Metabolism of fat-soluble vitamins,mrna,layer_2,0.89170057
Interleukin-6 family signaling,mrna,layer_1,0.89170057,Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,0.89170057
Interleukin-6 family signaling,mrna,layer_1,0.89170057,Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,0.89170057
ADH7,mrna,input,0.8830627,Interleukin-6 family signaling,mrna,layer_1,0.8830627
ADH7,mrna,input,0.8830627,Activation of the pre-replicative complex,mrna,layer_1,0.8830627
ADH7,mrna,input,0.8830627,Generation of second messenger molecules,mrna,layer_1,0.8830627
ADH7,mrna,input,0.8830627,Melanin biosynthesis,mrna,layer_1,0.8830627
ADH7,mrna,input,0.8830627,Protein repair,mrna,layer_1,0.8830627
Nucleotide Excision Repair,CNV,layer_3,0.88054943,Transport of small molecules,CNV,layer_4,0.88054943
Nucleotide Excision Repair,CNV,layer_3,0.88054943,Hemostasis,CNV,layer_4,0.88054943
Nucleotide Excision Repair,CNV,layer_3,0.88054943,Cellular responses to stimuli,CNV,layer_4,0.88054943
Nucleotide Excision Repair,CNV,layer_3,0.88054943,Digestion and absorption,CNV,layer_4,0.88054943
Nucleotide Excision Repair,CNV,layer_3,0.88054943,DNA Repair,CNV,layer_4,0.88054943
PCDH19,mrna,input,0.8796126,Generation of second messenger molecules,mrna,layer_1,0.8796126
PCDH19,mrna,input,0.8796126,Melanin biosynthesis,mrna,layer_1,0.8796126
PCDH19,mrna,input,0.8796126,Protein repair,mrna,layer_1,0.8796126
PCDH19,mrna,input,0.8796126,Activation of the pre-replicative complex,mrna,layer_1,0.8796126
PCDH19,mrna,input,0.8796126,Interleukin-6 family signaling,mrna,layer_1,0.8796126
CDKN2A,mrna,input,0.87849814,Interleukin-6 family signaling,mrna,layer_1,0.87849814
CDKN2A,mrna,input,0.87849814,Generation of second messenger molecules,mrna,layer_1,0.87849814
CDKN2A,mrna,input,0.87849814,Protein repair,mrna,layer_1,0.87849814
CDKN2A,mrna,input,0.87849814,Activation of the pre-replicative complex,mrna,layer_1,0.87849814
CDKN2A,mrna,input,0.87849814,Melanin biosynthesis,mrna,layer_1,0.87849814
MUC16,SNV,input,0.85501844,G0 and Early G1,SNV,layer_1,0.85501844
MUC16,SNV,input,0.85501844,NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.85501844
MUC16,SNV,input,0.85501844,Unwinding of DNA,SNV,layer_1,0.85501844
MUC16,SNV,input,0.85501844,Protein repair,SNV,layer_1,0.85501844
MUC16,SNV,input,0.85501844,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.85501844
TTN,SNV,input,0.8526961,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.8526961
TTN,SNV,input,0.8526961,Unwinding of DNA,SNV,layer_1,0.8526961
TTN,SNV,input,0.8526961,NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.8526961
TTN,SNV,input,0.8526961,Protein repair,SNV,layer_1,0.8526961
TTN,SNV,input,0.8526961,G0 and Early G1,SNV,layer_1,0.8526961
MYD88,SNV,input,0.84696454,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.84696454
MYD88,SNV,input,0.84696454,Unwinding of DNA,SNV,layer_1,0.84696454
MYD88,SNV,input,0.84696454,NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.84696454
MYD88,SNV,input,0.84696454,G0 and Early G1,SNV,layer_1,0.84696454
MYD88,SNV,input,0.84696454,Protein repair,SNV,layer_1,0.84696454
SYNE1,SNV,input,0.8421981,G0 and Early G1,SNV,layer_1,0.8421981
SYNE1,SNV,input,0.8421981,Unwinding of DNA,SNV,layer_1,0.8421981
SYNE1,SNV,input,0.8421981,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.8421981
SYNE1,SNV,input,0.8421981,Protein repair,SNV,layer_1,0.8421981
SYNE1,SNV,input,0.8421981,NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.8421981
RYR2,SNV,input,0.8389722,NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.8389722
RYR2,SNV,input,0.8389722,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.8389722
RYR2,SNV,input,0.8389722,Unwinding of DNA,SNV,layer_1,0.8389722
RYR2,SNV,input,0.8389722,Protein repair,SNV,layer_1,0.8389722
RYR2,SNV,input,0.8389722,G0 and Early G1,SNV,layer_1,0.8389722
RAPGEF2,CNV,input,0.8308964,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,0.8308964
RAPGEF2,CNV,input,0.8308964,Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,0.8308964
RAPGEF2,CNV,input,0.8308964,SDK interactions,CNV,layer_1,0.8308964
RAPGEF2,CNV,input,0.8308964,Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.8308964
RAPGEF2,CNV,input,0.8308964,Protein repair,CNV,layer_1,0.8308964
MTNR1A,CNV,input,0.81487536,Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.81487536
MTNR1A,CNV,input,0.81487536,SDK interactions,CNV,layer_1,0.81487536
MTNR1A,CNV,input,0.81487536,Protein repair,CNV,layer_1,0.81487536
MTNR1A,CNV,input,0.81487536,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,0.81487536
MTNR1A,CNV,input,0.81487536,Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,0.81487536
GUCY1A3,CNV,input,0.81426525,SDK interactions,CNV,layer_1,0.81426525
GUCY1A3,CNV,input,0.81426525,Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,0.81426525
GUCY1A3,CNV,input,0.81426525,Protein repair,CNV,layer_1,0.81426525
GUCY1A3,CNV,input,0.81426525,Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.81426525
GUCY1A3,CNV,input,0.81426525,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,0.81426525
NOCT,CNV,input,0.8124129,Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,0.8124129
NOCT,CNV,input,0.8124129,Protein repair,CNV,layer_1,0.8124129
NOCT,CNV,input,0.8124129,Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.8124129
NOCT,CNV,input,0.8124129,SDK interactions,CNV,layer_1,0.8124129
NOCT,CNV,input,0.8124129,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,0.8124129
CTSO,CNV,input,0.8101576,SDK interactions,CNV,layer_1,0.8101576
CTSO,CNV,input,0.8101576,Protein repair,CNV,layer_1,0.8101576
CTSO,CNV,input,0.8101576,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_1,0.8101576
CTSO,CNV,input,0.8101576,Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.8101576
CTSO,CNV,input,0.8101576,Formation of WDR5-containing histone-modifying complexes,CNV,layer_1,0.8101576
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,0.7762631,Invadopodia formation,CNV,layer_3,0.7762631
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,0.7762631,Nucleotide Excision Repair,CNV,layer_3,0.7762631
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,0.7762631,Peroxisomal protein import,CNV,layer_3,0.7762631
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,0.7762631,Response to metal ions,CNV,layer_3,0.7762631
HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,0.7762631,DNA Damage Reversal,CNV,layer_3,0.7762631
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,0.7293185,DNA Damage Reversal,CNV,layer_3,0.7293185
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,0.7293185,Response to metal ions,CNV,layer_3,0.7293185
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,0.7293185,Peroxisomal protein import,CNV,layer_3,0.7293185
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,0.7293185,Nucleotide Excision Repair,CNV,layer_3,0.7293185
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,0.7293185,Invadopodia formation,CNV,layer_3,0.7293185
Protein repair,mrna,layer_1,0.68282443,Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,0.68282443
Protein repair,mrna,layer_1,0.68282443,ESR-mediated signaling,mrna,layer_2,0.68282443
Protein repair,mrna,layer_1,0.68282443,Nephron development,mrna,layer_2,0.68282443
Protein repair,mrna,layer_1,0.68282443,Metabolism of fat-soluble vitamins,mrna,layer_2,0.68282443
Protein repair,mrna,layer_1,0.68282443,Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,0.68282443
Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.65085256,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",CNV,layer_2,0.65085256
Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.65085256,Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,0.65085256
Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.65085256,Signaling by VEGF,CNV,layer_2,0.65085256
Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.65085256,Signaling by PDGF,CNV,layer_2,0.65085256
Synthesis of dolichyl-phosphate mannose,CNV,layer_1,0.65085256,HuR (ELAVL1) binds and stabilizes mRNA,CNV,layer_2,0.65085256
NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.4948604,Intrinsic Pathway for Apoptosis,SNV,layer_2,0.4948604
NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.4948604,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_2,0.4948604
NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.4948604,Dissolution of Fibrin Clot,SNV,layer_2,0.4948604
NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.4948604,Platelet calcium homeostasis,SNV,layer_2,0.4948604
NOTCH2 intracellular domain regulates transcription,SNV,layer_1,0.4948604,"Synthesis, secretion, and deacylation of Ghrelin",SNV,layer_2,0.4948604
Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,0.48245603,Nucleotide Excision Repair,CNV,layer_3,0.48245603
Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,0.48245603,DNA Damage Reversal,CNV,layer_3,0.48245603
Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,0.48245603,Invadopodia formation,CNV,layer_3,0.48245603
Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,0.48245603,Response to metal ions,CNV,layer_3,0.48245603
Fcgamma receptor (FCGR) dependent phagocytosis,CNV,layer_2,0.48245603,Peroxisomal protein import,CNV,layer_3,0.48245603
Invadopodia formation,CNV,layer_3,0.43503958,Cellular responses to stimuli,CNV,layer_4,0.43503958
Invadopodia formation,CNV,layer_3,0.43503958,Digestion and absorption,CNV,layer_4,0.43503958
Invadopodia formation,CNV,layer_3,0.43503958,Transport of small molecules,CNV,layer_4,0.43503958
Invadopodia formation,CNV,layer_3,0.43503958,DNA Repair,CNV,layer_4,0.43503958
Invadopodia formation,CNV,layer_3,0.43503958,Hemostasis,CNV,layer_4,0.43503958
Signaling by VEGF,CNV,layer_2,0.4204194,Peroxisomal protein import,CNV,layer_3,0.4204194
Signaling by VEGF,CNV,layer_2,0.4204194,Nucleotide Excision Repair,CNV,layer_3,0.4204194
Signaling by VEGF,CNV,layer_2,0.4204194,Invadopodia formation,CNV,layer_3,0.4204194
Signaling by VEGF,CNV,layer_2,0.4204194,Response to metal ions,CNV,layer_3,0.4204194
Signaling by VEGF,CNV,layer_2,0.4204194,DNA Damage Reversal,CNV,layer_3,0.4204194
ESR-mediated signaling,mrna,layer_2,0.39910072,Inositol phosphate metabolism,mrna,layer_3,0.39910072
ESR-mediated signaling,mrna,layer_2,0.39910072,Cardiogenesis,mrna,layer_3,0.39910072
ESR-mediated signaling,mrna,layer_2,0.39910072,Keratinization,mrna,layer_3,0.39910072
ESR-mediated signaling,mrna,layer_2,0.39910072,Regulation of beta-cell development,mrna,layer_3,0.39910072
ESR-mediated signaling,mrna,layer_2,0.39910072,Response to metal ions,mrna,layer_3,0.39910072
Unwinding of DNA,SNV,layer_1,0.36548373,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_2,0.36548373
Unwinding of DNA,SNV,layer_1,0.36548373,Dissolution of Fibrin Clot,SNV,layer_2,0.36548373
Unwinding of DNA,SNV,layer_1,0.36548373,Intrinsic Pathway for Apoptosis,SNV,layer_2,0.36548373
Unwinding of DNA,SNV,layer_1,0.36548373,"Synthesis, secretion, and deacylation of Ghrelin",SNV,layer_2,0.36548373
Unwinding of DNA,SNV,layer_1,0.36548373,Platelet calcium homeostasis,SNV,layer_2,0.36548373
Nephron development,mrna,layer_2,0.33558404,Regulation of beta-cell development,mrna,layer_3,0.33558404
Nephron development,mrna,layer_2,0.33558404,Inositol phosphate metabolism,mrna,layer_3,0.33558404
Nephron development,mrna,layer_2,0.33558404,Cardiogenesis,mrna,layer_3,0.33558404
Nephron development,mrna,layer_2,0.33558404,Response to metal ions,mrna,layer_3,0.33558404
Nephron development,mrna,layer_2,0.33558404,Keratinization,mrna,layer_3,0.33558404
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.32762083,"Synthesis, secretion, and deacylation of Ghrelin",SNV,layer_2,0.32762083
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.32762083,Intrinsic Pathway for Apoptosis,SNV,layer_2,0.32762083
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.32762083,Dissolution of Fibrin Clot,SNV,layer_2,0.32762083
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.32762083,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_2,0.32762083
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_1,0.32762083,Platelet calcium homeostasis,SNV,layer_2,0.32762083
Protein repair,SNV,layer_1,0.32001543,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_2,0.32001543
Protein repair,SNV,layer_1,0.32001543,Intrinsic Pathway for Apoptosis,SNV,layer_2,0.32001543
Protein repair,SNV,layer_1,0.32001543,Dissolution of Fibrin Clot,SNV,layer_2,0.32001543
Protein repair,SNV,layer_1,0.32001543,"Synthesis, secretion, and deacylation of Ghrelin",SNV,layer_2,0.32001543
Protein repair,SNV,layer_1,0.32001543,Platelet calcium homeostasis,SNV,layer_2,0.32001543
Dissolution of Fibrin Clot,SNV,layer_2,0.28304157,Signal regulatory protein family interactions,SNV,layer_3,0.28304157
Dissolution of Fibrin Clot,SNV,layer_2,0.28304157,Laminin interactions,SNV,layer_3,0.28304157
Dissolution of Fibrin Clot,SNV,layer_2,0.28304157,Mitochondrial RNA degradation,SNV,layer_3,0.28304157
Dissolution of Fibrin Clot,SNV,layer_2,0.28304157,RNA Polymerase III Transcription,SNV,layer_3,0.28304157
Dissolution of Fibrin Clot,SNV,layer_2,0.28304157,Degradation of the extracellular matrix,SNV,layer_3,0.28304157
G0 and Early G1,SNV,layer_1,0.281467,Dissolution of Fibrin Clot,SNV,layer_2,0.281467
G0 and Early G1,SNV,layer_1,0.281467,"Synthesis, secretion, and deacylation of Ghrelin",SNV,layer_2,0.281467
G0 and Early G1,SNV,layer_1,0.281467,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_2,0.281467
G0 and Early G1,SNV,layer_1,0.281467,Platelet calcium homeostasis,SNV,layer_2,0.281467
G0 and Early G1,SNV,layer_1,0.281467,Intrinsic Pathway for Apoptosis,SNV,layer_2,0.281467
Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,0.2417699,Inositol phosphate metabolism,mrna,layer_3,0.2417699
Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,0.2417699,Regulation of beta-cell development,mrna,layer_3,0.2417699
Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,0.2417699,Keratinization,mrna,layer_3,0.2417699
Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,0.2417699,Response to metal ions,mrna,layer_3,0.2417699
Replacement of protamines by nucleosomes in the male pronucleus,mrna,layer_2,0.2417699,Cardiogenesis,mrna,layer_3,0.2417699
Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,0.20636247,Cardiogenesis,mrna,layer_3,0.20636247
Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,0.20636247,Regulation of beta-cell development,mrna,layer_3,0.20636247
Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,0.20636247,Keratinization,mrna,layer_3,0.20636247
Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,0.20636247,Response to metal ions,mrna,layer_3,0.20636247
Activation of anterior HOX genes in hindbrain development during early embryogenesis,mrna,layer_2,0.20636247,Inositol phosphate metabolism,mrna,layer_3,0.20636247
Metabolism of fat-soluble vitamins,mrna,layer_2,0.18989255,Inositol phosphate metabolism,mrna,layer_3,0.18989255
Metabolism of fat-soluble vitamins,mrna,layer_2,0.18989255,Response to metal ions,mrna,layer_3,0.18989255
Metabolism of fat-soluble vitamins,mrna,layer_2,0.18989255,Regulation of beta-cell development,mrna,layer_3,0.18989255
Metabolism of fat-soluble vitamins,mrna,layer_2,0.18989255,Keratinization,mrna,layer_3,0.18989255
Metabolism of fat-soluble vitamins,mrna,layer_2,0.18989255,Cardiogenesis,mrna,layer_3,0.18989255
DNA Damage Reversal,CNV,layer_3,0.18159088,Cellular responses to stimuli,CNV,layer_4,0.18159088
DNA Damage Reversal,CNV,layer_3,0.18159088,DNA Repair,CNV,layer_4,0.18159088
DNA Damage Reversal,CNV,layer_3,0.18159088,Transport of small molecules,CNV,layer_4,0.18159088
DNA Damage Reversal,CNV,layer_3,0.18159088,Digestion and absorption,CNV,layer_4,0.18159088
DNA Damage Reversal,CNV,layer_3,0.18159088,Hemostasis,CNV,layer_4,0.18159088
Intrinsic Pathway for Apoptosis,SNV,layer_2,0.17851141,Degradation of the extracellular matrix,SNV,layer_3,0.17851141
Intrinsic Pathway for Apoptosis,SNV,layer_2,0.17851141,Signal regulatory protein family interactions,SNV,layer_3,0.17851141
Intrinsic Pathway for Apoptosis,SNV,layer_2,0.17851141,Laminin interactions,SNV,layer_3,0.17851141
Intrinsic Pathway for Apoptosis,SNV,layer_2,0.17851141,RNA Polymerase III Transcription,SNV,layer_3,0.17851141
Intrinsic Pathway for Apoptosis,SNV,layer_2,0.17851141,Mitochondrial RNA degradation,SNV,layer_3,0.17851141
Mitochondrial RNA degradation,SNV,layer_3,0.17110755,Neuronal System,SNV,layer_4,0.17110755
Mitochondrial RNA degradation,SNV,layer_3,0.17110755,Autophagy,SNV,layer_4,0.17110755
Mitochondrial RNA degradation,SNV,layer_3,0.17110755,Muscle contraction,SNV,layer_4,0.17110755
Mitochondrial RNA degradation,SNV,layer_3,0.17110755,Metabolism of proteins,SNV,layer_4,0.17110755
Mitochondrial RNA degradation,SNV,layer_3,0.17110755,Circadian Clock,SNV,layer_4,0.17110755
Response to metal ions,CNV,layer_3,0.17088261,Hemostasis,CNV,layer_4,0.17088261
Response to metal ions,CNV,layer_3,0.17088261,Cellular responses to stimuli,CNV,layer_4,0.17088261
Response to metal ions,CNV,layer_3,0.17088261,DNA Repair,CNV,layer_4,0.17088261
Response to metal ions,CNV,layer_3,0.17088261,Transport of small molecules,CNV,layer_4,0.17088261
Response to metal ions,CNV,layer_3,0.17088261,Digestion and absorption,CNV,layer_4,0.17088261
Keratinization,mrna,layer_3,0.16852027,Circadian Clock,mrna,layer_4,0.16852027
Keratinization,mrna,layer_3,0.16852027,Organelle biogenesis and maintenance,mrna,layer_4,0.16852027
Keratinization,mrna,layer_3,0.16852027,Signal Transduction,mrna,layer_4,0.16852027
Keratinization,mrna,layer_3,0.16852027,Reproduction,mrna,layer_4,0.16852027
Keratinization,mrna,layer_3,0.16852027,Vesicle-mediated transport,mrna,layer_4,0.16852027
Peroxisomal protein import,CNV,layer_3,0.167366,DNA Repair,CNV,layer_4,0.167366
Peroxisomal protein import,CNV,layer_3,0.167366,Hemostasis,CNV,layer_4,0.167366
Peroxisomal protein import,CNV,layer_3,0.167366,Digestion and absorption,CNV,layer_4,0.167366
Peroxisomal protein import,CNV,layer_3,0.167366,Transport of small molecules,CNV,layer_4,0.167366
Peroxisomal protein import,CNV,layer_3,0.167366,Cellular responses to stimuli,CNV,layer_4,0.167366
Regulation of beta-cell development,mrna,layer_3,0.14043878,Vesicle-mediated transport,mrna,layer_4,0.14043878
Regulation of beta-cell development,mrna,layer_3,0.14043878,Reproduction,mrna,layer_4,0.14043878
Regulation of beta-cell development,mrna,layer_3,0.14043878,Signal Transduction,mrna,layer_4,0.14043878
Regulation of beta-cell development,mrna,layer_3,0.14043878,Circadian Clock,mrna,layer_4,0.14043878
Regulation of beta-cell development,mrna,layer_3,0.14043878,Organelle biogenesis and maintenance,mrna,layer_4,0.14043878
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_2,0.13082112,Mitochondrial RNA degradation,SNV,layer_3,0.13082112
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,SNV,layer_2,0.13082112,Signal regulatory protein family interactions,SNV,layer_3,0.13082112
