Source_Molecule,Source_Omics,Source_Layer,Source_Importance,Target_Molecule,Target_Omics,Target_Layer,Connection_Strength
Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,4.404348,Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.404348
Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,4.404348,Signaling by Activin,mrna,layer_2,4.404348
Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,4.404348,RNA Polymerase III Transcription Initiation,mrna,layer_2,4.404348
Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,4.404348,DNA strand elongation,mrna,layer_2,4.404348
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Potassium Channels,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,O2/CO2 exchange in erythrocytes,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Aspirin ADME,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Membrane Trafficking,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Cell surface interactions at the vascular wall,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,LGI-ADAM interactions,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Macroautophagy,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Degradation of the extracellular matrix,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Activation of HOX genes during differentiation,mrna,layer_3,4.2382746
Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.2382746,Dissolution of Fibrin Clot,mrna,layer_3,4.2382746
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,Signaling by FGFR,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,Formation of the posterior neural plate,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,Signaling by Activin,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,DNA strand elongation,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,RNA Polymerase III Transcription Initiation,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,Physiological factors,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,Homology Directed Repair,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,ESR-mediated signaling,mrna,layer_2,4.164036
Dissolution of Fibrin Clot,mrna,layer_1,4.164036,Intrinsic Pathway for Apoptosis,mrna,layer_2,4.164036
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,ESR-mediated signaling,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,Intrinsic Pathway for Apoptosis,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,Signaling by FGFR,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,Formation of the posterior neural plate,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,Signaling by Activin,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,RNA Polymerase III Transcription Initiation,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,DNA strand elongation,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,Physiological factors,mrna,layer_2,3.8938117
Signaling by NTRK3 (TRKC),mrna,layer_1,3.8938117,Homology Directed Repair,mrna,layer_2,3.8938117
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,ESR-mediated signaling,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,Intrinsic Pathway for Apoptosis,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,Signaling by FGFR,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,Formation of the posterior neural plate,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,Signaling by Activin,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,Physiological factors,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,Homology Directed Repair,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,DNA strand elongation,mrna,layer_2,3.8518105
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.8518105,RNA Polymerase III Transcription Initiation,mrna,layer_2,3.8518105
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,Signaling by Activin,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,RNA Polymerase III Transcription Initiation,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,DNA strand elongation,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,ESR-mediated signaling,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,Intrinsic Pathway for Apoptosis,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,Formation of the posterior neural plate,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,Signaling by FGFR,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,Homology Directed Repair,mrna,layer_2,3.527152
Attachment of GPI anchor to uPAR,mrna,layer_1,3.527152,Physiological factors,mrna,layer_2,3.527152
Signaling by Activin,mrna,layer_2,3.3899,Macroautophagy,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,Degradation of the extracellular matrix,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,Membrane Trafficking,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,Aspirin ADME,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,Potassium Channels,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,O2/CO2 exchange in erythrocytes,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,Dissolution of Fibrin Clot,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,Activation of HOX genes during differentiation,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,LGI-ADAM interactions,mrna,layer_3,3.3899
Signaling by Activin,mrna,layer_2,3.3899,Cell surface interactions at the vascular wall,mrna,layer_3,3.3899
ESR-mediated signaling,mrna,layer_2,3.3148167,Activation of HOX genes during differentiation,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,Dissolution of Fibrin Clot,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,Macroautophagy,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,Degradation of the extracellular matrix,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,LGI-ADAM interactions,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,Cell surface interactions at the vascular wall,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,O2/CO2 exchange in erythrocytes,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,Potassium Channels,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,Aspirin ADME,mrna,layer_3,3.3148167
ESR-mediated signaling,mrna,layer_2,3.3148167,Membrane Trafficking,mrna,layer_3,3.3148167
mRNA 3'-end processing,mrna,layer_1,3.1930323,Transcriptional regulation of brown and beige adipocyte differentiation,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,Signaling by Activin,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,ESR-mediated signaling,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,Intrinsic Pathway for Apoptosis,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,Physiological factors,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,Homology Directed Repair,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,DNA strand elongation,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,RNA Polymerase III Transcription Initiation,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,Formation of the posterior neural plate,mrna,layer_2,3.1930323
mRNA 3'-end processing,mrna,layer_1,3.1930323,Signaling by FGFR,mrna,layer_2,3.1930323
CTNNA2,mrna,input,3.097976,Protein methylation,mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,G alpha (i) signalling events,mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,Synthesis of dolichyl-phosphate mannose,mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,Activation of the pre-replicative complex,mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,Dissolution of Fibrin Clot,mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,Signaling by NTRK3 (TRKC),mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,Attachment of GPI anchor to uPAR,mrna,layer_1,3.097976
CTNNA2,mrna,input,3.097976,mRNA 3'-end processing,mrna,layer_1,3.097976
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Vesicle-mediated transport,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,DNA Replication,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Signal Transduction,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Cell-Cell communication,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Circadian Clock,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Hemostasis,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,DNA Repair,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Developmental Biology,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Organelle biogenesis and maintenance,mrna,layer_4,2.9644632
Degradation of the extracellular matrix,mrna,layer_3,2.9644632,Extracellular matrix organization,mrna,layer_4,2.9644632
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,O2/CO2 exchange in erythrocytes,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Potassium Channels,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Dissolution of Fibrin Clot,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Activation of HOX genes during differentiation,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Degradation of the extracellular matrix,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Macroautophagy,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,LGI-ADAM interactions,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Cell surface interactions at the vascular wall,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Aspirin ADME,mrna,layer_3,2.8820307
Intrinsic Pathway for Apoptosis,mrna,layer_2,2.8820307,Membrane Trafficking,mrna,layer_3,2.8820307
CYP2A6,mrna,input,2.4629743,Signaling by NTRK3 (TRKC),mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,mRNA 3'-end processing,mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,Attachment of GPI anchor to uPAR,mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,Synthesis of dolichyl-phosphate mannose,mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,Activation of the pre-replicative complex,mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,Dissolution of Fibrin Clot,mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,G alpha (i) signalling events,mrna,layer_1,2.4629743
CYP2A6,mrna,input,2.4629743,Protein methylation,mrna,layer_1,2.4629743
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Activation of HOX genes during differentiation,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Dissolution of Fibrin Clot,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Macroautophagy,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Degradation of the extracellular matrix,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Cell surface interactions at the vascular wall,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,LGI-ADAM interactions,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,O2/CO2 exchange in erythrocytes,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Potassium Channels,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Aspirin ADME,mrna,layer_3,2.3900688
RNA Polymerase III Transcription Initiation,mrna,layer_2,2.3900688,Membrane Trafficking,mrna,layer_3,2.3900688
Macroautophagy,mrna,layer_3,2.3571992,Extracellular matrix organization,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,Organelle biogenesis and maintenance,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,DNA Repair,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,Developmental Biology,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,DNA Replication,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,Vesicle-mediated transport,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,Cell-Cell communication,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,Signal Transduction,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,Hemostasis,mrna,layer_4,2.3571992
Macroautophagy,mrna,layer_3,2.3571992,Circadian Clock,mrna,layer_4,2.3571992
H2AC7,mrna,input,2.2777379,Signaling by NTRK3 (TRKC),mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,mRNA 3'-end processing,mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,Attachment of GPI anchor to uPAR,mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,Protein methylation,mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,G alpha (i) signalling events,mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,Activation of the pre-replicative complex,mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,Synthesis of dolichyl-phosphate mannose,mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,Dissolution of Fibrin Clot,mrna,layer_1,2.2777379
H2AC7,mrna,input,2.2777379,Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,2.2777379
DNA strand elongation,mrna,layer_2,2.1951582,LGI-ADAM interactions,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Cell surface interactions at the vascular wall,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Dissolution of Fibrin Clot,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Activation of HOX genes during differentiation,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Degradation of the extracellular matrix,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Macroautophagy,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Potassium Channels,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,O2/CO2 exchange in erythrocytes,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Aspirin ADME,mrna,layer_3,2.1951582
DNA strand elongation,mrna,layer_2,2.1951582,Membrane Trafficking,mrna,layer_3,2.1951582
CYP2A7,mrna,input,2.0104306,Protein methylation,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,G alpha (i) signalling events,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,Attachment of GPI anchor to uPAR,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,mRNA 3'-end processing,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,Activation of the pre-replicative complex,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,Synthesis of dolichyl-phosphate mannose,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,Response of EIF2AK4 (GCN2) to amino acid deficiency,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,Dissolution of Fibrin Clot,mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,Signaling by NTRK3 (TRKC),mrna,layer_1,2.0104306
CYP2A7,mrna,input,2.0104306,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),mrna,layer_1,2.0104306
Homology Directed Repair,mrna,layer_2,1.9224142,Dissolution of Fibrin Clot,mrna,layer_3,1.9224142
Homology Directed Repair,mrna,layer_2,1.9224142,Activation of HOX genes during differentiation,mrna,layer_3,1.9224142
Homology Directed Repair,mrna,layer_2,1.9224142,Membrane Trafficking,mrna,layer_3,1.9224142
Homology Directed Repair,mrna,layer_2,1.9224142,Aspirin ADME,mrna,layer_3,1.9224142
Homology Directed Repair,mrna,layer_2,1.9224142,Potassium Channels,mrna,layer_3,1.9224142
Homology Directed Repair,mrna,layer_2,1.9224142,O2/CO2 exchange in erythrocytes,mrna,layer_3,1.9224142
