omics,layer,node_index,importance,mapped_name,overall_position
SNV,input,173,0.20603651,ADGRG3,
SNV,input,174,0.40342954,ADGRV1,
SNV,input,175,0.21378796,ADH1A,
SNV,input,176,0.22367844,ADH1B,
SNV,input,177,0.26505813,ADH1C,
SNV,input,178,0.19089162,ADH4,
SNV,input,179,0.068011194,ADH5,
SNV,input,180,0.37772068,ADH6,
SNV,input,181,0.17543037,ADH7,
SNV,input,182,0.15492001,ADIPOQ,
SNV,input,183,0.114840046,ADIPOR1,
SNV,input,184,0.14273,ADIPOR2,
SNV,input,185,0.076525144,ADK,
SNV,input,186,0.12780486,ADM,
SNV,input,187,0.23413952,ADORA1,
SNV,input,188,0.1557862,ADORA2A,
SNV,input,189,0.0680112,ADORA2B,
SNV,input,190,0.117663436,ADORA3,
SNV,input,191,0.068011194,ADPGK,
SNV,input,192,0.16898502,ADRA1A,
SNV,input,193,0.17740332,ADRA1B,
SNV,input,194,0.18845452,ADRA1D,
SNV,input,195,0.20529231,ADRA2A,
SNV,input,196,0.08574076,ADRA2B,
SNV,input,197,0.09667162,ADRA2C,
SNV,input,198,0.068011194,ADRB1,
SNV,input,199,0.13578781,ADRB2,
SNV,input,200,0.102993704,ADRB3,
SNV,input,201,0.068011194,ADRM1,
SNV,input,202,0.2454245,AFDN,
SNV,input,203,0.09612707,AFG3L2,
SNV,input,204,0.11707695,AFMID,
SNV,input,205,0.20796461,AFP,
SNV,input,206,0.12200268,AGA,
SNV,input,207,0.24320725,AGAP2,
SNV,input,208,0.21058245,AGBL2,
SNV,input,209,0.1404342,AGBL5,
SNV,input,210,0.076525144,AGER,
SNV,input,211,0.121376954,AGGF1,
SNV,input,212,0.20819218,AGK,
SNV,input,213,0.3185888,AGL,
SNV,input,214,0.2875996,AGO1,
SNV,input,215,0.23078167,AGO2,
SNV,input,216,0.2266489,AGO3,
SNV,input,217,0.17755048,AGO4,
SNV,input,218,0.16493748,AGPAT1,
SNV,input,219,0.0680112,AGPAT2,
SNV,input,220,0.11766343,AGPAT3,
SNV,input,221,0.20806214,AGPAT4,
SNV,input,222,0.068011194,AGPAT5,
SNV,input,223,0.16381186,AGPS,
SNV,input,224,0.20688868,AGRN,
SNV,input,225,0.040214516,AGRP,
SNV,input,226,0.19791763,AGT,
SNV,input,227,0.21196827,AGTPBP1,
SNV,input,228,0.23538196,AGTR1,
SNV,input,229,0.16547337,AGTR2,
SNV,input,230,0.30855104,AHCTF1,
SNV,input,231,0.15149732,AHCYL1,
SNV,input,232,0.17558685,AHI1,
SNV,input,233,0.23151177,AHR,
SNV,input,234,0.14916447,AHRR,
SNV,input,235,0.23449074,AHSG,
SNV,input,236,0.1017021,AIFM2,
SNV,input,237,0.115703106,AIMP1,
SNV,input,238,0.07810561,AIP,
SNV,input,239,0.13303828,AJUBA,
SNV,input,240,0.09612707,AK2,
SNV,input,241,0.040214516,AK4,
SNV,input,242,0.27860746,AK5,
SNV,input,243,0.15949908,AK7,
SNV,input,244,0.17937468,AK8,
SNV,input,245,0.2007755,AK9,
SNV,input,246,0.1632224,AKAP12,
SNV,input,247,0.31141132,AKAP13,
SNV,input,248,0.076525144,AKAP5,
SNV,input,249,0.41192177,AKAP9,
SNV,input,250,0.23387207,AKR1B10,
SNV,input,251,0.2663997,AKR1B15,
SNV,input,252,0.18185912,AKR1C1,
SNV,input,253,0.076525144,AKR1C2,
SNV,input,254,0.16266973,AKR1C3,
SNV,input,255,0.22920066,AKR1C4,
SNV,input,256,0.20705509,AKR1D1,
SNV,input,257,0.15492001,AKR7A2,
SNV,input,258,0.18348834,AKR7A3,
SNV,input,259,0.116482966,AKT1,
SNV,input,260,0.09612707,AKT1S1,
SNV,input,261,0.17098732,AKT2,
SNV,input,262,0.16611366,AKT3,
SNV,input,263,0.068011194,ALAS1,
SNV,input,264,0.1370845,ALAS2,
SNV,input,265,0.22034997,ALB,
SNV,input,266,0.20176545,ALCAM,
SNV,input,267,0.18464969,ALDH18A1,
SNV,input,268,0.15694502,ALDH1A1,
SNV,input,269,0.22558723,ALDH1A2,
SNV,input,270,0.14936909,ALDH1A3,
SNV,input,271,0.21125783,ALDH1B1,
SNV,input,272,0.2551913,ALDH1L2,
SNV,input,273,0.076525144,ALDH2,
SNV,input,274,0.13578781,ALDH3A2,
SNV,input,275,0.13000122,ALDH3B1,
SNV,input,276,0.11707695,ALDH3B2,
SNV,input,277,0.095789574,ALDH5A1,
SNV,input,278,0.2502878,ALDH8A1,
SNV,input,279,0.19078168,ALDOA,
SNV,input,280,0.13253272,ALDOB,
SNV,input,281,0.0680112,ALDOC,
SNV,input,282,0.25238115,ALG10,
SNV,input,283,0.25526527,ALG10B,
SNV,input,284,0.20134561,ALG11,
SNV,input,285,0.068011194,ALG12,
SNV,input,286,0.20609386,ALG13,
SNV,input,287,0.042447634,ALG14,
SNV,input,288,0.068011194,ALG2,
SNV,input,289,0.16285868,ALG3,
SNV,input,290,0.0680112,ALG5,
SNV,input,291,0.068011194,ALG6,
SNV,input,292,0.14906238,ALG8,
SNV,input,293,0.15172784,ALG9,
SNV,input,294,0.3735581,ALK,
SNV,input,295,0.42981344,ALMS1,
SNV,input,296,0.2217642,ALOX12,
SNV,input,297,0.16835454,ALOX12B,
SNV,input,298,0.17654188,ALOX15,
SNV,input,299,0.15200122,ALOX15B,
SNV,input,300,0.22182603,ALOX5,
SNV,input,301,0.11524312,ALOX5AP,
SNV,input,302,0.14464217,ALOXE3,
SNV,input,303,0.18902375,ALPI,
SNV,input,304,0.3526796,ALPK1,
SNV,input,305,0.23319499,ALS2,
SNV,input,306,0.18658939,ALS2CL,
SNV,input,307,0.068011194,ALX3,
SNV,input,308,0.22824919,AMACR,
SNV,input,309,0.08703238,AMBN,
SNV,input,310,0.14557657,AMBP,
SNV,input,311,0.20441584,AMDHD2,
SNV,input,312,0.18357901,AMELX,
SNV,input,313,0.42855918,AMER1,
SNV,input,314,0.068011194,AMH,
SNV,input,315,0.1291406,AMHR2,
SNV,input,316,0.18368211,AMIGO2,
SNV,input,317,0.15471408,AMN,
SNV,input,318,0.31191927,AMOT,
SNV,input,319,0.22020547,AMOTL1,
SNV,input,320,0.068011194,AMOTL2,
SNV,input,321,0.25509003,AMPD1,
SNV,input,322,0.17664382,AMPD2,
SNV,input,323,0.1017021,AMPD3,
SNV,input,324,0.15572228,AMTN,
SNV,input,325,0.14831585,AMY2A,
SNV,input,326,0.28360912,AMY2B,
SNV,input,327,0.22047673,ANAPC1,
SNV,input,328,0.076525144,ANAPC16,
SNV,input,329,0.1279882,ANAPC2,
SNV,input,330,0.21477352,ANAPC4,
SNV,input,331,0.11484005,ANAPC5,
SNV,input,332,0.058503695,ANAPC7,
SNV,input,333,0.4538929,ANGPT1,
SNV,input,334,0.20028318,ANGPT2,
SNV,input,335,0.23301376,ANGPT4,
SNV,input,336,0.0680112,ANGPTL4,
SNV,input,337,0.042447634,ANGPTL8,
SNV,input,338,0.4908435,ANK1,
SNV,input,339,0.67522174,ANK2,
SNV,input,340,0.40137923,ANK3,
SNV,input,341,0.10933715,ANKFY1,
SNV,input,342,0.15586402,ANKH,
SNV,input,343,0.17250866,ANKLE2,
SNV,input,344,0.19681291,ANKRD1,
SNV,input,345,0.294426,ANKRD26,
SNV,input,346,0.21496028,ANKRD27,
SNV,input,347,0.20063242,ANKRD28,
SNV,input,348,0.23352465,ANLN,
SNV,input,349,0.2051759,ANO1,
SNV,input,350,0.16266973,ANO10,
SNV,input,351,0.2268141,ANO2,
SNV,input,352,0.30312327,ANO3,
SNV,input,353,0.357724,ANO4,
SNV,input,354,0.33114913,ANO5,
SNV,input,355,0.24308245,ANO6,
SNV,input,356,0.29162705,ANO7,
SNV,input,357,0.20274888,ANO9,
SNV,input,358,0.18964402,ANPEP,
SNV,input,359,0.10299371,ANTXR2,
SNV,input,360,0.13996202,ANXA2,
SNV,input,361,0.12813827,ANXA5,
SNV,input,362,0.12713598,ANXA6,
SNV,input,363,0.30102852,AOC1,
SNV,input,364,0.20657165,AP1B1,
SNV,input,365,0.22797494,AP1G1,
SNV,input,366,0.10454872,AP1G2,
SNV,input,367,0.15019655,AP1M1,
SNV,input,368,0.11707695,AP1M2,
SNV,input,369,0.25961703,AP1S1,
SNV,input,370,0.117663436,AP2A1,
SNV,input,371,0.15094553,AP2A2,
SNV,input,372,0.16153708,AP2B1,
SNV,input,373,0.11584236,AP2M1,
SNV,input,374,0.13578781,AP3B1,
SNV,input,375,0.168922,AP3S1,
SNV,input,376,0.14955433,AP4B1,
SNV,input,377,0.20131433,AP4E1,
SNV,input,378,0.12200268,AP4M1,
SNV,input,379,0.22360194,APAF1,
SNV,input,380,0.27619317,APBA1,
SNV,input,381,0.21534604,APBA2,
SNV,input,382,0.117076956,APBA3,
SNV,input,383,0.16898505,APBB1,
SNV,input,384,0.23709391,APBB1IP,
SNV,input,385,0.3502803,APC,
SNV,input,386,0.27268165,APCS,
SNV,input,387,0.0680112,APEH,
SNV,input,388,0.115243144,APEX1,
SNV,input,389,0.13303828,APH1A,
SNV,input,390,0.12508231,APIP,
SNV,input,391,0.21051657,APLNR,
SNV,input,392,0.18982689,APLP2,
SNV,input,393,0.18807258,APOA1,
SNV,input,394,0.19620496,APOA4,
SNV,input,395,0.24305862,APOA5,
SNV,input,396,0.6564313,APOB,
SNV,input,397,0.068011194,APOBEC1,
SNV,input,398,0.1017021,APOBEC3A,
SNV,input,399,0.09612706,APOBEC3B,
SNV,input,400,0.068011194,APOBEC3C,
SNV,input,401,0.13943191,APOBEC3G,
SNV,input,402,0.16369878,APOBEC3H,
SNV,input,403,0.17558685,APOBEC4,
SNV,input,404,0.18496723,APOBR,
SNV,input,405,0.09612706,APOC1,
SNV,input,406,0.07652514,APOC2,
SNV,input,407,0.068011194,APOC3,
SNV,input,408,0.040214516,APOC4,
SNV,input,409,0.095789574,APOD,
SNV,input,410,0.095789574,APOE,
SNV,input,411,0.10821757,APOH,
SNV,input,412,0.09612706,APOL1,
SNV,input,413,0.068011194,APOOL,
SNV,input,414,0.23557618,APP,
SNV,input,415,0.0680112,APRT,
SNV,input,416,0.12200269,AQP1,
SNV,input,417,0.2974476,AQP10,
SNV,input,418,0.11766343,AQP12A,
SNV,input,419,0.09612707,AQP2,
SNV,input,420,0.17476852,AQP3,
SNV,input,421,0.13303828,AQP4,
SNV,input,422,0.10299371,AQP6,
SNV,input,423,0.101702094,AQP7,
SNV,input,424,0.076525144,AQP8,
SNV,input,425,0.24507123,AQP9,
SNV,input,426,0.23528484,AQR,
SNV,input,427,0.18132694,AR,
SNV,input,428,0.19964164,ARAF,
SNV,input,429,0.23888038,ARAP1,
SNV,input,430,0.3823554,ARAP2,
SNV,input,431,0.20297319,ARAP3,
SNV,input,432,0.11707693,ARC,
SNV,input,433,0.068011194,ARCN1,
SNV,input,434,0.1839173,AREG,
SNV,input,435,0.26397023,AREL1,
SNV,input,436,0.076525144,ARF1,
SNV,input,437,0.040214516,ARF3,
SNV,input,438,0.040214516,ARFGAP1,
SNV,input,439,0.16835454,ARFGAP2,
SNV,input,440,0.07810561,ARFGAP3,
SNV,input,441,0.3133941,ARFGEF2,
SNV,input,442,0.0680112,ARFRP1,
SNV,input,443,0.15614034,ARG1,
SNV,input,444,0.15108725,ARHGAP1,
SNV,input,445,0.22526659,ARHGAP10,
SNV,input,446,0.21335353,ARHGAP11A,
SNV,input,447,0.09612707,ARHGAP11B,
SNV,input,448,0.20049185,ARHGAP12,
SNV,input,449,0.26275426,ARHGAP15,
SNV,input,450,0.17310405,ARHGAP17,
SNV,input,451,0.17665854,ARHGAP18,
SNV,input,452,0.15865043,ARHGAP19,
SNV,input,453,0.24166119,ARHGAP20,
SNV,input,454,0.3461,ARHGAP21,
SNV,input,455,0.1017021,ARHGAP22,
SNV,input,456,0.22342573,ARHGAP24,
SNV,input,457,0.28066158,ARHGAP25,
SNV,input,458,0.076525144,ARHGAP26,
SNV,input,459,0.21543716,ARHGAP27,
SNV,input,460,0.16965534,ARHGAP28,
SNV,input,461,0.21413341,ARHGAP29,
SNV,input,462,0.1634638,ARHGAP30,
SNV,input,463,0.23325954,ARHGAP31,
SNV,input,464,0.3244602,ARHGAP32,
SNV,input,465,0.24977307,ARHGAP33,
SNV,input,466,0.2772159,ARHGAP35,
SNV,input,467,0.117663436,ARHGAP39,
SNV,input,468,0.221945,ARHGAP4,
SNV,input,469,0.16611367,ARHGAP44,
SNV,input,470,0.22735594,ARHGAP5,
SNV,input,471,0.34231618,ARHGAP6,
SNV,input,472,0.23718882,ARHGAP9,
SNV,input,473,0.09612706,ARHGDIB,
SNV,input,474,0.16266973,ARHGEF1,
SNV,input,475,0.22006889,ARHGEF10,
SNV,input,476,0.21203822,ARHGEF10L,
SNV,input,477,0.34663406,ARHGEF11,
SNV,input,478,0.2934989,ARHGEF12,
SNV,input,479,0.22057968,ARHGEF15,
SNV,input,480,0.16972308,ARHGEF16,
SNV,input,481,0.2606102,ARHGEF17,
SNV,input,482,0.18833649,ARHGEF18,
SNV,input,483,0.10299373,ARHGEF19,
SNV,input,484,0.13817993,ARHGEF2,
SNV,input,485,0.17179668,ARHGEF25,
SNV,input,486,0.23204452,ARHGEF26,
SNV,input,487,0.15108724,ARHGEF28,
SNV,input,488,0.20002183,ARHGEF3,
SNV,input,489,0.16338317,ARHGEF35,
SNV,input,490,0.19563879,ARHGEF37,
SNV,input,491,0.09612707,ARHGEF38,
SNV,input,492,0.0680112,ARHGEF39,
SNV,input,493,0.12225488,ARHGEF4,
SNV,input,494,0.18435353,ARHGEF40,
SNV,input,495,0.18788277,ARHGEF5,
SNV,input,496,0.2934742,ARHGEF6,
SNV,input,497,0.17558685,ARHGEF7,
SNV,input,498,0.165282,ARHGEF9,
SNV,input,499,0.36677575,ARID1A,
SNV,input,500,0.3375474,ARID1B,
SNV,input,501,0.40068138,ARID2,
SNV,input,502,0.040214516,ARID3A,
SNV,input,503,0.23549384,ARID4A,
SNV,input,504,0.16266924,ARID4B,
SNV,input,505,0.117663436,ARIH1,
SNV,input,506,0.12312228,ARIH2,
SNV,input,507,0.040214516,ARL1,
SNV,input,508,0.11766343,ARL13B,
SNV,input,509,0.117663436,ARL2,
SNV,input,510,0.068011194,ARL2BP,
SNV,input,511,0.058503695,ARL8A,
SNV,input,512,0.20698443,ARMC8,
SNV,input,513,0.11684465,ARMCX3,
SNV,input,514,0.13943191,ARNT,
SNV,input,515,0.1491645,ARNT2,
SNV,input,516,0.1017021,ARNTL,
SNV,input,517,0.12849528,ARNTL2,
SNV,input,518,0.09612706,ARPC2,
SNV,input,519,0.042447634,ARPC3,
SNV,input,520,0.040214516,ARPP19,
SNV,input,521,0.07810561,ARRB1,
SNV,input,522,0.117076956,ARRB2,
SNV,input,523,0.13943192,ARSB,
SNV,input,524,0.17666702,ARSD,
SNV,input,525,0.26364627,ARSF,
SNV,input,526,0.22873333,ARSG,
SNV,input,527,0.20049185,ARSH,
SNV,input,528,0.24651767,ARSI,
SNV,input,529,0.228147,ARSJ,
SNV,input,530,0.1017021,ARSK,
SNV,input,531,0.08574076,ARSL,
SNV,input,532,0.13564143,ARV1,
SNV,input,533,0.17981239,AS3MT,
SNV,input,534,0.13303828,ASAH1,
SNV,input,535,0.22319312,ASAH2,
SNV,input,536,0.30847168,ASAP1,
SNV,input,537,0.0680112,ASB1,
SNV,input,538,0.24487893,ASB10,
SNV,input,539,0.17562652,ASB11,
SNV,input,540,0.19696605,ASB12,
SNV,input,541,0.1289859,ASB13,
SNV,input,542,0.068011194,ASB14,
SNV,input,543,0.23151177,ASB15,
SNV,input,544,0.18845452,ASB16,
SNV,input,545,0.23471683,ASB17,
SNV,input,546,0.068011194,ASB18,
SNV,input,547,0.24313526,ASB2,
SNV,input,548,0.2350386,ASB3,
SNV,input,549,0.16392225,ASB4,
SNV,input,550,0.26209664,ASB5,
SNV,input,551,0.08574077,ASB6,
SNV,input,552,0.1250823,ASB7,
SNV,input,553,0.09612706,ASB8,
SNV,input,554,0.2061581,ASB9,
SNV,input,555,0.068011194,ASCC1,
SNV,input,556,0.12713599,ASCC2,
SNV,input,557,0.3220052,ASCC3,
SNV,input,558,0.39943367,ASH1L,
SNV,input,559,0.15971075,ASH2L,
SNV,input,560,0.13578781,ASL,
SNV,input,561,0.18571705,ASMT,
SNV,input,562,0.15949908,ASNS,
SNV,input,563,0.12200268,ASPA,
SNV,input,564,0.12508231,ASPG,
SNV,input,565,0.13253272,ASPH,
SNV,input,566,0.076525144,ASPN,
SNV,input,567,0.19441144,ASPSCR1,
SNV,input,568,0.13303828,ASS1,
SNV,input,569,0.28369164,ASXL1,
SNV,input,570,0.29827103,ASXL2,
SNV,input,571,0.056923218,ATAD1,
SNV,input,572,0.27686524,ATAD2,
SNV,input,573,0.17553739,ATAD3B,
SNV,input,574,0.068011194,ATF1,
SNV,input,575,0.16898502,ATF2,
SNV,input,576,0.076525144,ATF4,
SNV,input,577,0.170709,ATF6,
SNV,input,578,0.29924273,ATF7IP,
SNV,input,579,0.16700006,ATG14,
SNV,input,580,0.1017021,ATG5,
SNV,input,581,0.12849528,ATG7,
SNV,input,582,0.2558912,ATG9A,
SNV,input,583,0.22007531,ATIC,
SNV,input,584,0.43145514,ATM,
SNV,input,585,0.21704473,ATN1,
SNV,input,586,0.3630104,ATP10B,
SNV,input,587,0.3375258,ATP10D,
SNV,input,588,0.26490206,ATP11A,
SNV,input,589,0.15492001,ATP11B,
SNV,input,590,0.29589504,ATP11C,
SNV,input,591,0.30156144,ATP12A,
SNV,input,592,0.115243144,ATP13A1,
SNV,input,593,0.27476028,ATP13A2,
SNV,input,594,0.24438359,ATP13A4,
SNV,input,595,0.2880499,ATP13A5,
SNV,input,596,0.181488,ATP1A1,
SNV,input,597,0.3307053,ATP1A2,
SNV,input,598,0.20402803,ATP1A3,
SNV,input,599,0.292373,ATP1A4,
SNV,input,600,0.15172786,ATP1B1,
SNV,input,601,0.0680112,ATP1B2,
SNV,input,602,0.068011194,ATP1B3,
SNV,input,603,0.28751388,ATP2A1,
SNV,input,604,0.29516262,ATP2A2,
SNV,input,605,0.1634638,ATP2A3,
SNV,input,606,0.21661876,ATP2B1,
SNV,input,607,0.3066321,ATP2B2,
SNV,input,608,0.35619655,ATP2B3,
SNV,input,609,0.22885428,ATP2B4,
SNV,input,610,0.22746408,ATP2C1,
SNV,input,611,0.042447634,ATP2C2,
SNV,input,612,0.30322245,ATP4A,
SNV,input,613,0.13530502,ATP5F1A,
SNV,input,614,0.18614002,ATP5F1B,
SNV,input,615,0.15202975,ATP5F1C,
SNV,input,616,0.0680112,ATP5F1E,
SNV,input,617,0.095789574,ATP5MC1,
SNV,input,618,0.040214516,ATP5MC2,
SNV,input,619,0.07810561,ATP5MC3,
SNV,input,620,0.09612707,ATP5MF,
SNV,input,621,0.0680112,ATP5MG,
SNV,input,622,0.08703238,ATP5PB,
SNV,input,623,0.19250593,ATP6AP1,
SNV,input,624,0.10933715,ATP6AP2,
SNV,input,625,0.15865043,ATP6V0A1,
SNV,input,626,0.12200269,ATP6V0A2,
SNV,input,627,0.21372688,ATP6V0A4,
SNV,input,628,0.09612707,ATP6V0B,
SNV,input,629,0.110714905,ATP6V0C,
SNV,input,630,0.17931964,ATP6V0D2,
SNV,input,631,0.068011194,ATP6V0E1,
SNV,input,632,0.068011194,ATP6V0E2,
SNV,input,633,0.26854777,ATP6V1A,
SNV,input,634,0.14894722,ATP6V1B1,
SNV,input,635,0.13303828,ATP6V1B2,
SNV,input,636,0.19906127,ATP6V1C1,
SNV,input,637,0.09612707,ATP6V1C2,
SNV,input,638,0.09612706,ATP6V1D,
SNV,input,639,0.07652514,ATP6V1E1,
SNV,input,640,0.16851251,ATP6V1E2,
SNV,input,641,0.20274888,ATP6V1F,
SNV,input,642,0.068011194,ATP6V1G2,
SNV,input,643,0.11484005,ATP6V1H,
SNV,input,644,0.40071034,ATP7A,
SNV,input,645,0.27725902,ATP7B,
SNV,input,646,0.20272319,ATP8A1,
SNV,input,647,0.3874291,ATP8A2,
SNV,input,648,0.17553739,ATP8B1,
SNV,input,649,0.29996297,ATP8B2,
SNV,input,650,0.28361505,ATP8B3,
SNV,input,651,0.34153187,ATP8B4,
SNV,input,652,0.25617117,ATP9A,
SNV,input,653,0.16898505,ATP9B,
SNV,input,654,0.3290669,ATR,
SNV,input,655,0.19609958,ATRIP,
SNV,input,656,0.44971433,ATRX,
